id,user_id,date,review_comment,score,picture_food,restaurant_id
13,21,Thu May 31 2018 12:08:42 GMT-0700 (Pacific Daylight Time),Corporis ut accusamus. Cum quas explicabo distinctio. Modi eum quisquam. Eligendi consequuntur culpa minima saepe vel omnis sed aperiam ex.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_9.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/2.jpeg,54
14,88,Sun Nov 04 2018 02:32:32 GMT-0800 (Pacific Standard Time),Enim debitis iure fugiat quo. Perferendis consequatur sit sed ipsum. Fugiat nihil delectus vel amet qui et tempore. Alias incidunt laudantium distinctio iusto provident tenetur enim.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_4.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,82
15,16,Sun Jun 10 2018 09:39:26 GMT-0700 (Pacific Daylight Time),Suscipit similique sit veniam non id. Molestias est est. Consequatur nostrum cupiditate mollitia aut placeat. Voluptatibus amet fugit. Accusantium officia est quo est est quia. Unde rem voluptas rerum corporis perspiciatis dolorem est sunt in.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_1.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/8.jpeg,71
16,27,Thu May 17 2018 23:06:54 GMT-0700 (Pacific Daylight Time),A quasi sed. Numquam laboriosam laudantium numquam saepe dolor ut aut tenetur molestiae. Dolorem aut deserunt totam quos. Vel beatae qui excepturi aut unde ab. Quia dignissimos labore vitae exercitationem maiores et voluptate aut veniam.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_5.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/9.jpeg,82
17,44,Tue Aug 14 2018 14:51:24 GMT-0700 (Pacific Daylight Time),Tempore consequatur fuga recusandae accusantium quidem quas aliquid autem est. Omnis eos odit voluptates. Ipsum quod magnam autem aliquid ut. Cupiditate iusto ut. Sit temporibus earum qui aut animi hic. Optio quasi quos esse in voluptatem ut.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_8.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,53
18,74,Thu Aug 23 2018 21:44:07 GMT-0700 (Pacific Daylight Time),Eos in qui ut corporis sequi maiores sequi voluptates. Praesentium quisquam optio. Sequi vel ipsam dolore quo rerum esse possimus eos explicabo. Sit doloremque vel labore id quo eum veniam.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_5.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/9.jpeg,37
19,6,Fri Jul 06 2018 08:51:51 GMT-0700 (Pacific Daylight Time),Est voluptatem delectus et odio. Exercitationem architecto et natus voluptatum dolor sint illo enim itaque. Blanditiis ut reprehenderit esse et ea. Accusamus nihil ea libero voluptates. Accusantium totam ducimus velit quo.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_8.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,23
20,43,Mon Jun 04 2018 13:05:47 GMT-0700 (Pacific Daylight Time),Atque occaecati accusamus sed et et id laborum ut nemo. Ut aut esse aut deserunt eos sunt est velit. Velit beatae similique maxime.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_7.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/4.jpeg,43
21,90,Thu Nov 09 2017 04:25:35 GMT-0800 (Pacific Standard Time),Id sint est earum. Animi quae est nostrum qui magni consequuntur. Voluptatibus sed modi dolorem velit corrupti sit quidem. Quisquam cum quia sunt officiis commodi voluptas magni ut.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_9.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,13
22,79,Tue Jan 23 2018 05:00:56 GMT-0800 (Pacific Standard Time),Porro doloremque ut ex doloremque et. Aliquam aut occaecati amet architecto sapiente enim. Voluptatem nisi ex et aut. In delectus dignissimos praesentium enim nisi est doloribus deserunt id.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_3.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,37
23,61,Fri Jan 12 2018 09:13:17 GMT-0800 (Pacific Standard Time),Quod sint reprehenderit nisi non quis. Tenetur suscipit beatae illo impedit pariatur tempore quia. Et ipsum rem modi et alias numquam earum necessitatibus et. Iusto adipisci illo qui minima qui dolorum. Adipisci dolores minus ducimus architecto at quod quia dolorem. Recusandae mollitia nihil asperiores quisquam tenetur.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_5.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/9.jpeg,4
24,34,Sat Sep 08 2018 06:04:47 GMT-0700 (Pacific Daylight Time),Laborum doloribus impedit assumenda voluptatem. Excepturi quo ipsam quod sed corrupti laborum. Eos dolorum pariatur et.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_1.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,99
25,45,Thu Jun 28 2018 12:50:29 GMT-0700 (Pacific Daylight Time),Nulla laboriosam ea ut ea cupiditate aut sunt. Fugit aut velit voluptatibus tenetur dolorum consequatur voluptatem. Id nam fugit aut ipsam corrupti perferendis magni consequatur. Fuga facere ipsam nam.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_3.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,42
26,53,Tue Aug 14 2018 20:59:36 GMT-0700 (Pacific Daylight Time),Harum quas sit et et. Omnis qui itaque repellendus voluptatibus ipsam corrupti est fuga numquam. Facere maiores ea voluptates recusandae aliquid. Tempora labore placeat cumque numquam veniam rerum iste ut. Aut praesentium sint qui eum repellat velit dolores.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_2.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/6.jpeg,81
27,41,Fri Oct 26 2018 14:42:54 GMT-0700 (Pacific Daylight Time),Et odio ut earum voluptate autem quidem ipsum sit molestias. Rem et accusamus dicta architecto quam. Est quia repudiandae quibusdam tenetur perspiciatis reiciendis vero totam. Pariatur assumenda sint voluptatem quia. Delectus quia assumenda magnam repellat.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_5.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/7.jpeg,88
28,94,Mon Dec 11 2017 10:09:27 GMT-0800 (Pacific Standard Time),Occaecati consequatur magni aut dolorem occaecati numquam distinctio animi vel. Aut ut ut neque explicabo fuga. Error sit similique labore eius recusandae nulla. Unde vitae quae ea. Aperiam alias neque fugiat et quia ut quis. Dolores et sit sed est asperiores voluptatem molestiae qui.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_3.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/4.jpeg,69
29,99,Mon Sep 17 2018 03:39:26 GMT-0700 (Pacific Daylight Time),Dolor nam quo labore qui quo ducimus corporis. Aliquid rerum inventore nesciunt saepe hic consectetur nihil. Alias non laborum. Impedit vel et qui. Voluptatem sit corrupti non odio sint qui molestiae atque. Et vero blanditiis odio labore.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_6.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/8.jpeg,28
30,18,Tue Dec 26 2017 02:12:12 GMT-0800 (Pacific Standard Time),Et temporibus et temporibus et maiores. Totam sed non facere velit nulla placeat qui esse. Sint nobis minima est aut corporis. Maiores sit modi et non. Quo ducimus aliquid voluptatem id eligendi.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_5.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,37
31,52,Sun Sep 02 2018 18:06:06 GMT-0700 (Pacific Daylight Time),Asperiores rerum fuga laboriosam laboriosam autem. Molestiae maiores deserunt eveniet voluptate possimus. Corporis expedita ut accusantium ratione eum fugit expedita. Quia et aut occaecati eum. Unde voluptas asperiores sit.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_6.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,88
32,63,Tue Aug 07 2018 15:44:06 GMT-0700 (Pacific Daylight Time),Quisquam labore rerum accusamus itaque. Nisi animi similique rem ex quidem vel et. Et iure doloremque. Error delectus hic id sunt tempore sit corporis quia. Ut quam incidunt accusamus vel et delectus soluta minus.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_7.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/2.jpeg,100
33,4,Wed Mar 28 2018 22:37:20 GMT-0700 (Pacific Daylight Time),Consequatur quis et reiciendis dolore. Adipisci deserunt sint aspernatur velit voluptatum et eius accusantium. Inventore qui dignissimos distinctio ut.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_1.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/2.jpeg,89
34,100,Fri Jan 19 2018 03:41:46 GMT-0800 (Pacific Standard Time),Excepturi cupiditate ad nemo suscipit aperiam commodi laborum fuga. Eaque dignissimos et quas est vitae iure. Cupiditate esse aut voluptatibus modi.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_5.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,91
35,38,Mon Sep 24 2018 10:29:22 GMT-0700 (Pacific Daylight Time),Sequi voluptatem esse inventore. Repudiandae minima dignissimos in totam. Quia eaque qui maxime. In dolor quia quia ullam ea voluptatem. Quia alias est illum illo facere esse quisquam delectus nostrum. Et aut facere placeat.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_2.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/2.jpeg,94
36,25,Sat Oct 20 2018 08:44:25 GMT-0700 (Pacific Daylight Time),Delectus rerum enim non ut qui cupiditate rem. Natus reiciendis nobis omnis. Non non tenetur voluptas.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_1.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/2.jpeg,41
37,24,Sun Apr 29 2018 08:51:39 GMT-0700 (Pacific Daylight Time),Commodi quod quisquam vel exercitationem aut non porro. Quis tenetur temporibus autem aperiam alias temporibus qui. Quos harum veniam blanditiis amet accusamus autem eum. Qui cumque quam adipisci ut molestias. Velit voluptate rerum modi dolores veritatis laboriosam et. A consequuntur nisi non consequatur corrupti aut et est.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_2.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/8.jpeg,52
38,92,Fri Mar 30 2018 07:47:42 GMT-0700 (Pacific Daylight Time),Veritatis sed vero omnis non. Est asperiores neque delectus. Cum facere adipisci odit quisquam pariatur officiis optio quo repudiandae. Consequatur qui accusamus dignissimos ea optio. Qui aut ex unde enim expedita vero quibusdam ipsum autem.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_2.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/8.jpeg,79
39,22,Mon Nov 20 2017 06:51:41 GMT-0800 (Pacific Standard Time),Cumque amet ratione hic qui voluptates voluptatum quis doloremque et. Voluptatem doloremque non blanditiis est fugit aut qui quam. Ex deleniti molestiae nostrum et aliquid. Cumque quaerat nisi sed molestiae reprehenderit consectetur. Mollitia officia officiis eligendi corporis iste libero. Et natus quia quisquam voluptate odio vel deleniti.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_4.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/1.jpeg,35
40,19,Mon Feb 12 2018 12:51:00 GMT-0800 (Pacific Standard Time),Perspiciatis eos vitae qui veritatis dolor. Similique et voluptatem cupiditate. Fugit rem enim dolores et. Non magnam sed tempora ex quam similique. Dolorum nihil eos quasi officia labore consequatur doloribus quo iste.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_4.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/4.jpeg,94
41,87,Wed May 02 2018 01:50:27 GMT-0700 (Pacific Daylight Time),Nulla qui est quisquam qui recusandae nesciunt sunt quibusdam qui. Ad sit eveniet ad neque. Consequuntur explicabo enim perspiciatis numquam aliquid. Magnam dignissimos et atque totam laborum nostrum.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_3.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/2.jpeg,50
42,69,Tue Jul 17 2018 09:14:47 GMT-0700 (Pacific Daylight Time),Et fugiat facere sit quidem aut itaque necessitatibus aliquam. Laudantium soluta dolor autem dolorem nihil. Quia perspiciatis consequatur harum ut voluptates eligendi pariatur consectetur consectetur.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_2.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,85
43,12,Thu May 03 2018 22:48:37 GMT-0700 (Pacific Daylight Time),Eum voluptates sit consequatur libero alias eos voluptatibus. Numquam et inventore doloremque nihil est. Cum est nesciunt.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_9.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/4.jpeg,46
44,24,Wed Aug 08 2018 04:59:24 GMT-0700 (Pacific Daylight Time),Autem quam ut eos sit aut libero. Sunt et aliquid ex cupiditate fuga exercitationem laudantium vitae. Ut deleniti quod rem officiis ex. Sit culpa dolor accusantium quas. Suscipit quia ut nemo cumque rerum ipsum nemo.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_8.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/7.jpeg,34
45,20,Thu Mar 15 2018 23:42:58 GMT-0700 (Pacific Daylight Time),Ut accusamus nulla quia nostrum nihil. Ipsum qui deleniti nam tenetur. Repudiandae dolore aliquam ad maxime vero voluptatibus distinctio inventore cupiditate.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_4.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,66
46,57,Mon Feb 26 2018 00:25:12 GMT-0800 (Pacific Standard Time),Earum et ducimus tenetur pariatur. Voluptatum numquam qui voluptatibus maxime nam labore est. Tenetur occaecati est. Mollitia non consequuntur esse animi enim ullam non inventore et. Aut laborum illum laudantium. Fuga a voluptatum et ipsum autem distinctio enim consectetur quidem.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_7.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,38
47,25,Sat Dec 09 2017 13:23:43 GMT-0800 (Pacific Standard Time),Qui dolorum ducimus omnis. Aut illum maiores in. Maxime repellat sint reiciendis vero cumque. Ut autem porro impedit consequatur est delectus inventore. Sint aperiam at eaque.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_2.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,92
48,11,Wed Jun 27 2018 22:45:46 GMT-0700 (Pacific Daylight Time),Sequi eum illum at officia nam ab eos. Iure iure optio nesciunt sint recusandae possimus molestiae eos est. Et sed rerum. Est eos mollitia voluptatum qui sunt dolores. Minima commodi autem qui veritatis sint beatae nisi quia beatae. Reprehenderit nobis aliquam.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_1.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/6.jpeg,44
49,24,Tue Mar 06 2018 01:51:42 GMT-0800 (Pacific Standard Time),Tenetur quis aliquam voluptatum veniam ut aut. Vel dolores iusto aut quidem rem ducimus quos nostrum voluptas. Accusamus labore a alias et quae minima. Laborum aut dicta inventore error.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_8.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/6.jpeg,12
50,26,Wed Nov 22 2017 17:17:45 GMT-0800 (Pacific Standard Time),Dolorem totam voluptas error quas minus. Harum quos explicabo labore est vel. Temporibus qui nisi deleniti est et.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_4.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,88
51,10,Tue Jan 02 2018 18:44:46 GMT-0800 (Pacific Standard Time),Quia temporibus ut ad corrupti minima repudiandae possimus cupiditate omnis. Quo cupiditate reiciendis ut. Ea nemo et sit suscipit labore eius et odit iure. Omnis autem nesciunt tempora quo sit provident ea quia rerum. Non illum sed necessitatibus consequatur ut et consequatur.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_8.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/4.jpeg,78
52,27,Thu Sep 06 2018 16:21:30 GMT-0700 (Pacific Daylight Time),Eaque tenetur atque quidem at qui eligendi explicabo. Non amet suscipit distinctio quidem. Odit sit libero voluptas et rem. Maxime aut repudiandae facere et aut tempore voluptates aliquam. Id ipsum ex aliquid nam quia. Voluptas eos exercitationem.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_9.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/7.jpeg,47
53,34,Sun Apr 08 2018 16:07:59 GMT-0700 (Pacific Daylight Time),Iusto corrupti quas optio iusto vero cumque. Aut enim sed sed est. Quis ut deleniti quia quod qui. Incidunt sed dolorem laudantium sint quaerat rerum sed odio hic.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_8.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,72
54,70,Mon Dec 25 2017 07:42:25 GMT-0800 (Pacific Standard Time),Error et ea voluptatem at molestiae quos. Quae quod tempora neque molestias consectetur repellat. Nulla et reiciendis. Corrupti repudiandae et nostrum occaecati quos. Deleniti minima ducimus quis tempora. Exercitationem exercitationem reprehenderit et dicta corporis possimus quidem.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_3.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/8.jpeg,92
55,17,Wed Nov 07 2018 03:05:35 GMT-0800 (Pacific Standard Time),Voluptas dolores dolorem in quibusdam maiores. Est quos consectetur rerum qui dolore. Mollitia omnis consequatur architecto qui nobis dolor qui. Ut et et voluptatibus eum in inventore omnis. Repudiandae autem velit. Neque et ullam amet maxime laudantium doloremque autem cumque.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_9.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/6.jpeg,25
56,22,Mon Nov 27 2017 15:10:15 GMT-0800 (Pacific Standard Time),Quam consequatur qui esse accusamus quod id rerum provident. Odit voluptate blanditiis nihil soluta illum iure necessitatibus voluptatem. Veniam ea delectus corrupti placeat vel. Dolor quos tempora nisi omnis corporis. Recusandae et accusantium. Vel error quam fuga repudiandae commodi.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_7.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/3.jpeg,64
57,91,Sat Dec 02 2017 00:25:34 GMT-0800 (Pacific Standard Time),Vitae enim rerum aut illum dolor suscipit. Nesciunt odio nesciunt accusamus nihil consectetur. Consequatur magnam necessitatibus cupiditate aut. Velit voluptas tempora fuga optio porro. Et nihil quaerat doloribus magni laboriosam consequatur nulla et debitis.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_7.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,6
58,18,Fri Mar 30 2018 11:28:27 GMT-0700 (Pacific Daylight Time),Qui iusto alias recusandae. Sunt consequatur maiores. Aliquam non qui aut eius. Saepe sed earum dignissimos voluptates tempore similique est autem repellendus. A maiores ex.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_8.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/1.jpeg,12
59,15,Sun Mar 25 2018 02:20:18 GMT-0700 (Pacific Daylight Time),Iure voluptas et occaecati. Optio illo reprehenderit aut. Quidem consequatur consequuntur reprehenderit corporis assumenda facere ad animi nostrum. Voluptates provident commodi non.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_2.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,19
60,40,Sat Nov 18 2017 00:01:33 GMT-0800 (Pacific Standard Time),Ut qui in qui velit. Necessitatibus repellendus tenetur est eos. Officia aut tempora ipsum quisquam. Dolores eligendi id.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_9.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/7.jpeg,49
61,29,Fri Oct 12 2018 20:58:54 GMT-0700 (Pacific Daylight Time),Omnis voluptas consequatur est. Magnam iste qui. Quasi voluptates harum totam quis non. Dolor cumque quaerat ut aut dolore harum perspiciatis sunt. Voluptas sunt a illum et.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_9.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/6.jpeg,70
62,73,Fri Dec 29 2017 17:00:34 GMT-0800 (Pacific Standard Time),Repudiandae laborum eveniet qui sunt dolores temporibus error hic voluptas. Delectus earum excepturi quasi aliquam vero provident et aut. Magni repellat est eaque culpa minus quia veritatis dolorem reiciendis.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_3.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,8
63,91,Fri Jan 05 2018 10:30:19 GMT-0800 (Pacific Standard Time),Ea et quia aut eligendi ut mollitia quasi. Quia non a et. Qui molestiae quis sit voluptatem optio. Aut qui repellat est rerum nobis molestiae et.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_4.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/9.jpeg,38
64,85,Fri Apr 06 2018 09:06:03 GMT-0700 (Pacific Daylight Time),Earum ut deleniti debitis optio quia voluptatem. Deserunt aut necessitatibus. Dolores aut eos enim repellendus. Veritatis harum provident commodi atque. Qui quia odio quasi sunt.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_7.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/2.jpeg,68
65,9,Thu Sep 06 2018 14:07:16 GMT-0700 (Pacific Daylight Time),Exercitationem eum unde. Placeat labore nihil dolores a asperiores. Commodi qui cum sunt quis sit mollitia. Sequi numquam qui. Accusantium incidunt ut illum dicta voluptate quam necessitatibus assumenda temporibus.,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/regular_6.png,https://s3-us-west-1.amazonaws.com/hrfrontendcapstone/5.jpeg,54
